timestamp,user_id,event_type,ip_address,asn,country_code,user_agent,device_fingerprint,session_id,session_duration_seconds,auth_method,mfa_used,success
2026-01-01T11:50:00,user_16,login,10.0.16.36,64515,NG,ua-3,dev-user_16-2,s-user_16-11,1560,password,true,true
2026-01-01T12:00:00,user_17,login,10.1.17.37,64510,NG,ua-0,dev-user_17-0,s-user_17-12,600,password,false,true
2026-01-01T12:10:00,user_18,failed_login,10.2.18.38,64511,NG,ua-1,dev-user_18-1,s-user_18-12,720,password,true,false
2026-01-01T12:20:00,user_19,login,10.3.0.39,64512,NG,ua-2,dev-user_19-2,s-user_19-12,840,password,true,true
2026-01-01T12:30:00,user_20,login,10.4.1.40,64513,US,ua-3,dev-user_20-0,s-user_20-13,960,password,true,true
2026-01-01T12:40:00,user_01,login,10.5.2.41,64514,NG,ua-0,dev-user_01-1,s-user_01-13,1080,sso,true,true
2026-01-01T12:50:00,user_02,login,10.6.3.42,64515,NG,ua-1,dev-user_02-2,s-user_02-13,1200,password,true,true
2026-01-01T13:00:00,user_03,login,10.0.4.43,64510,NG,ua-2,dev-user_03-0,s-user_03-14,1320,password,false,true
2026-01-01T13:10:00,user_04,login,10.1.5.44,64511,NG,ua-3,dev-user_04-1,s-user_04-14,1440,password,true,true
2026-01-01T13:20:00,user_05,login,10.2.6.45,64512,NG,ua-0,dev-user_05-2,s-user_05-14,1560,password,true,true
2026-01-01T13:30:00,user_06,login,10.3.7.46,64513,NG,ua-1,dev-user_06-0,s-user_06-15,600,password,true,true
2026-01-01T13:40:00,user_07,login,10.4.8.47,64514,NG,ua-2,dev-user_07-1,s-user_07-15,720,password,true,true
2026-01-01T13:50:00,user_08,login,10.5.9.48,64515,NG,ua-3,dev-user_08-2,s-user_08-15,840,password,true,true
2026-01-01T14:00:00,user_09,login,10.6.10.49,64510,NG,ua-0,dev-user_09-0,s-user_09-16,960,sso,false,true
2026-01-01T14:10:00,user_10,login,10.0.11.50,64511,NG,ua-1,dev-user_10-1,s-user_10-16,1080,password,true,true
2026-01-01T14:20:00,user_11,login,10.1.12.51,64512,NG,ua-2,dev-user_11-2,s-user_11-16,1200,password,true,true
2026-01-01T14:30:00,user_12,login,10.2.13.52,64513,NG,ua-3,dev-user_12-0,s-user_12-17,1320,password,true,true
2026-01-01T14:40:00,user_13,login,10.3.14.53,64514,US,ua-0,dev-user_13-1,s-user_13-17,1440,password,true,true
2026-01-01T14:50:00,user_14,login,10.4.15.54,64515,NG,ua-1,dev-user_14-2,s-user_14-17,1560,password,true,true
2026-01-01T15:00:00,user_15,login,10.5.16.55,64510,NG,ua-2,dev-user_15-0,s-user_15-18,600,password,false,true
2026-01-01T15:10:00,user_16,login,10.6.17.56,64511,NG,ua-3,dev-user_16-1,s-user_16-18,720,password,true,true
2026-01-01T15:20:00,user_17,login,10.0.18.57,64512,NG,ua-0,dev-user_17-2,s-user_17-18,840,sso,true,true
2026-01-01T15:30:00,user_18,login,10.1.0.58,64513,NG,ua-1,dev-user_18-0,s-user_18-19,960,password,true,true
2026-01-01T15:40:00,user_19,login,10.2.1.59,64514,NG,ua-2,dev-user_19-1,s-user_19-19,1080,password,true,true
2026-01-01T15:50:00,user_20,login,10.3.2.60,64515,NG,ua-3,dev-user_20-2,s-user_20-19,1200,password,true,true
2026-01-01T16:00:00,user_01,login,10.4.3.61,64510,NG,ua-0,dev-user_01-0,s-user_01-20,1320,password,false,true
2026-01-01T16:10:00,user_02,login,10.5.4.62,64511,NG,ua-1,dev-user_02-1,s-user_02-20,1440,password,true,true
2026-01-01T16:20:00,user_03,login,10.6.5.63,64512,NG,ua-2,dev-user_03-2,s-user_03-20,1560,password,true,true
2026-01-01T16:30:00,user_04,login,10.0.6.64,64513,NG,ua-3,dev-user_04-0,s-user_04-21,600,password,true,true
2026-01-01T16:40:00,user_05,login,10.1.7.65,64514,NG,ua-0,dev-user_05-1,s-user_05-21,720,sso,true,true
2026-01-01T16:50:00,user_06,login,10.2.8.66,64515,US,ua-1,dev-user_06-2,s-user_06-21,840,password,true,true
2026-01-01T17:00:00,user_07,login,10.3.9.67,64510,NG,ua-2,dev-user_07-0,s-user_07-22,960,password,false,true
2026-01-01T17:10:00,user_08,login,10.4.10.68,64511,NG,ua-3,dev-user_08-1,s-user_08-22,1080,password,true,true
2026-01-01T17:20:00,user_09,login,10.5.11.69,64512,NG,ua-0,dev-user_09-2,s-user_09-22,1200,password,true,true
2026-01-01T17:30:00,user_10,login,10.6.12.70,64513,NG,ua-1,dev-user_10-0,s-user_10-23,1320,password,true,true
2026-01-01T17:40:00,user_11,login,10.0.13.71,64514,NG,ua-2,dev-user_11-1,s-user_11-23,1440,password,true,true
2026-01-01T17:50:00,user_12,login,10.1.14.72,64515,NG,ua-3,dev-user_12-2,s-user_12-23,1560,password,true,true
2026-01-01T18:00:00,user_13,login,10.2.15.73,64510,NG,ua-0,dev-user_13-0,s-user_13-24,600,sso,false,true
2026-01-01T18:10:00,user_14,login,10.3.16.74,64511,NG,ua-1,dev-user_14-1,s-user_14-24,720,password,true,true
2026-01-01T18:20:00,user_15,failed_login,10.4.17.75,64512,NG,ua-2,dev-user_15-2,s-user_15-24,840,password,true,false
2026-01-01T18:30:00,user_16,login,10.5.18.76,64513,NG,ua-3,dev-user_16-0,s-user_16-25,960,password,true,true
2026-01-01T18:40:00,user_17,login,10.6.0.77,64514,NG,ua-0,dev-user_17-1,s-user_17-25,1080,password,true,true
2026-01-01T18:50:00,user_18,login,10.0.1.78,64515,NG,ua-1,dev-user_18-2,s-user_18-25,1200,password,true,true
2026-01-01T19:00:00,user_19,login,10.1.2.79,64510,US,ua-2,dev-user_19-0,s-user_19-26,1320,password,false,true
2026-01-01T19:10:00,user_20,login,10.2.3.80,64511,NG,ua-3,dev-user_20-1,s-user_20-26,1440,password,true,true
2026-01-01T19:20:00,user_01,login,10.3.4.81,64512,NG,ua-0,dev-user_01-2,s-user_01-26,1560,sso,true,true
2026-01-01T19:30:00,user_02,login,10.4.5.82,64513,NG,ua-1,dev-user_02-0,s-user_02-27,600,password,true,true
2026-01-01T19:40:00,user_03,login,10.5.6.83,64514,NG,ua-2,dev-user_03-1,s-user_03-27,720,password,true,true
2026-01-01T19:50:00,user_04,login,10.6.7.84,64515,NG,ua-3,dev-user_04-2,s-user_04-27,840,password,true,true
2026-01-01T20:00:00,user_05,login,10.0.8.85,64510,NG,ua-0,dev-user_05-0,s-user_05-28,960,password,false,true
2026-01-01T20:10:00,user_06,login,10.1.9.86,64511,NG,ua-1,dev-user_06-1,s-user_06-28,1080,password,true,true
2026-01-01T20:20:00,user_07,login,10.2.10.87,64512,NG,ua-2,dev-user_07-2,s-user_07-28,1200,password,true,true
2026-01-01T20:30:00,user_08,login,10.3.11.88,64513,NG,ua-3,dev-user_08-0,s-user_08-29,1320,password,true,true
2026-01-01T20:40:00,user_09,login,10.4.12.89,64514,NG,ua-0,dev-user_09-1,s-user_09-29,1440,sso,true,true
2026-01-01T20:50:00,user_10,login,10.5.13.90,64515,NG,ua-1,dev-user_10-2,s-user_10-29,1560,password,true,true
2026-01-01T21:00:00,user_11,login,10.6.14.91,64510,NG,ua-2,dev-user_11-0,s-user_11-30,600,password,false,true
2026-01-01T21:10:00,user_12,login,10.0.15.92,64511,US,ua-3,dev-user_12-1,s-user_12-30,720,password,true,true
2026-01-01T21:20:00,user_13,login,10.1.16.93,64512,NG,ua-0,dev-user_13-2,s-user_13-30,840,password,true,true
2026-01-01T21:30:00,user_14,login,10.2.17.94,64513,NG,ua-1,dev-user_14-0,s-user_14-31,960,password,true,true
2026-01-01T21:40:00,user_15,login,10.3.18.95,64514,NG,ua-2,dev-user_15-1,s-user_15-31,1080,password,true,true
2026-01-01T21:50:00,user_16,login,10.4.0.96,64515,NG,ua-3,dev-user_16-2,s-user_16-31,1200,password,true,true
2026-01-01T22:00:00,user_17,login,10.5.1.97,64510,NG,ua-0,dev-user_17-0,s-user_17-32,1320,sso,false,true
2026-01-01T22:10:00,user_18,login,10.6.2.98,64511,NG,ua-1,dev-user_18-1,s-user_18-32,1440,password,true,true
2026-01-01T22:20:00,user_19,login,10.0.3.99,64512,NG,ua-2,dev-user_19-2,s-user_19-32,1560,password,true,true
2026-01-01T22:30:00,user_20,login,10.1.4.100,64513,NG,ua-3,dev-user_20-0,s-user_20-33,600,password,true,true
2026-01-01T22:40:00,user_01,login,10.2.5.101,64514,NG,ua-0,dev-user_01-1,s-user_01-33,720,password,true,true
2026-01-01T22:50:00,user_02,login,10.3.6.102,64515,NG,ua-1,dev-user_02-2,s-user_02-33,840,password,true,true
2026-01-01T23:00:00,user_03,login,10.4.7.103,64510,NG,ua-2,dev-user_03-0,s-user_03-34,960,password,false,true
2026-01-01T23:10:00,user_04,login,10.5.8.104,64511,NG,ua-3,dev-user_04-1,s-user_04-34,1080,password,true,true
2026-01-01T23:20:00,user_05,login,10.6.9.105,64512,US,ua-0,dev-user_05-2,s-user_05-34,1200,sso,true,true
2026-01-01T23:30:00,user_06,login,10.0.10.106,64513,NG,ua-1,dev-user_06-0,s-user_06-35,1320,password,true,true
2026-01-01T23:40:00,user_07,login,10.1.11.107,64514,NG,ua-2,dev-user_07-1,s-user_07-35,1440,password,true,true
2026-01-01T23:50:00,user_08,login,10.2.12.108,64515,NG,ua-3,dev-user_08-2,s-user_08-35,1560,password,true,true
2026-01-02T00:00:00,user_09,login,10.3.13.109,64510,NG,ua-0,dev-user_09-0,s-user_09-36,600,password,false,true
2026-01-02T00:10:00,user_10,login,10.4.14.110,64511,NG,ua-1,dev-user_10-1,s-user_10-36,720,password,true,true
2026-01-02T00:20:00,user_11,login,10.5.15.111,64512,NG,ua-2,dev-user_11-2,s-user_11-36,840,password,true,true
2026-01-02T00:30:00,user_12,failed_login,10.6.16.112,64513,NG,ua-3,dev-user_12-0,s-user_12-37,960,password,true,false
2026-01-02T00:40:00,user_13,login,10.0.17.113,64514,NG,ua-0,dev-user_13-1,s-user_13-37,1080,sso,true,true
2026-01-02T00:50:00,user_14,login,10.1.18.114,64515,NG,ua-1,dev-user_14-2,s-user_14-37,1200,password,true,true
2026-01-02T01:00:00,user_15,login,10.2.0.115,64510,NG,ua-2,dev-user_15-0,s-user_15-38,1320,password,false,true
2026-01-02T01:10:00,user_16,login,10.3.1.116,64511,NG,ua-3,dev-user_16-1,s-user_16-38,1440,password,true,true
2026-01-02T01:20:00,user_17,login,10.4.2.117,64512,NG,ua-0,dev-user_17-2,s-user_17-38,1560,password,true,true
2026-01-02T01:30:00,user_18,login,10.5.3.118,64513,US,ua-1,dev-user_18-0,s-user_18-39,600,password,true,true
2026-01-02T01:40:00,user_19,login,10.6.4.119,64514,NG,ua-2,dev-user_19-1,s-user_19-39,720,password,true,true
2026-01-02T01:50:00,user_20,login,10.0.5.120,64515,NG,ua-3,dev-user_20-2,s-user_20-39,840,password,true,true
2026-01-02T02:00:00,user_01,login,10.1.6.121,64510,NG,ua-0,dev-user_01-0,s-user_01-40,960,sso,false,true
2026-01-02T02:10:00,user_02,login,10.2.7.122,64511,NG,ua-1,dev-user_02-1,s-user_02-40,1080,password,true,true
2026-01-02T02:20:00,user_03,login,10.3.8.123,64512,NG,ua-2,dev-user_03-2,s-user_03-40,1200,password,true,true
2026-01-02T02:30:00,user_04,login,10.4.9.124,64513,NG,ua-3,dev-user_04-0,s-user_04-41,1320,password,true,true
2026-01-02T02:40:00,user_05,login,10.5.10.125,64514,NG,ua-0,dev-user_05-1,s-user_05-41,1440,password,true,true
2026-01-02T02:50:00,user_06,login,10.6.11.126,64515,NG,ua-1,dev-user_06-2,s-user_06-41,1560,password,true,true
2026-01-02T03:00:00,user_07,login,10.0.12.127,64510,NG,ua-2,dev-user_07-0,s-user_07-42,600,password,false,true
2026-01-02T03:10:00,user_08,login,10.1.13.128,64511,NG,ua-3,dev-user_08-1,s-user_08-42,720,password,true,true
2026-01-02T03:20:00,user_09,login,10.2.14.129,64512,NG,ua-0,dev-user_09-2,s-user_09-42,840,sso,true,true
2026-01-02T03:30:00,user_10,login,10.3.15.130,64513,NG,ua-1,dev-user_10-0,s-user_10-43,960,password,true,true
2026-01-02T03:40:00,user_11,login,10.4.16.131,64514,US,ua-2,dev-user_11-1,s-user_11-43,1080,password,true,true
2026-01-02T03:50:00,user_12,login,10.5.17.132,64515,NG,ua-3,dev-user_12-2,s-user_12-43,1200,password,true,true
2026-01-02T04:00:00,user_13,login,10.6.18.133,64510,NG,ua-0,dev-user_13-0,s-user_13-44,1320,password,false,true
2026-01-02T04:10:00,user_14,login,10.0.0.134,64511,NG,ua-1,dev-user_14-1,s-user_14-44,1440,password,true,true
2026-01-02T04:20:00,user_15,login,10.1.1.135,64512,NG,ua-2,dev-user_15-2,s-user_15-44,1560,password,true,true
2026-01-02T04:30:00,user_16,login,10.2.2.136,64513,NG,ua-3,dev-user_16-0,s-user_16-45,600,password,true,true
2026-01-02T04:40:00,user_17,login,10.3.3.137,64514,NG,ua-0,dev-user_17-1,s-user_17-45,720,sso,true,true
2026-01-02T04:50:00,user_18,login,10.4.4.138,64515,NG,ua-1,dev-user_18-2,s-user_18-45,840,password,true,true
2026-01-02T05:00:00,user_19,login,10.5.5.139,64510,NG,ua-2,dev-user_19-0,s-user_19-46,960,password,false,true
2026-01-02T05:10:00,user_20,login,10.6.6.140,64511,NG,ua-3,dev-user_20-1,s-user_20-46,1080,password,true,true
2026-01-02T05:20:00,user_01,login,10.0.7.141,64512,NG,ua-0,dev-user_01-2,s-user_01-46,1200,password,true,true
2026-01-02T05:30:00,user_02,login,10.1.8.142,64513,NG,ua-1,dev-user_02-0,s-user_02-47,1320,password,true,true
2026-01-02T05:40:00,user_03,login,10.2.9.143,64514,NG,ua-2,dev-user_03-1,s-user_03-47,1440,password,true,true
2026-01-02T05:50:00,user_04,login,10.3.10.144,64515,US,ua-3,dev-user_04-2,s-user_04-47,1560,password,true,true
2026-01-02T06:00:00,user_05,login,10.4.11.145,64510,NG,ua-0,dev-user_05-0,s-user_05-48,600,sso,false,true
2026-01-02T06:10:00,user_06,login,10.5.12.146,64511,NG,ua-1,dev-user_06-1,s-user_06-48,720,password,true,true
2026-01-02T06:20:00,user_07,login,10.6.13.147,64512,NG,ua-2,dev-user_07-2,s-user_07-48,840,password,true,true
2026-01-02T06:30:00,user_08,login,10.0.14.148,64513,NG,ua-3,dev-user_08-0,s-user_08-49,960,password,true,true
2026-01-02T06:40:00,user_09,failed_login,10.1.15.149,64514,NG,ua-0,dev-user_09-1,s-user_09-49,1080,password,true,false
2026-01-02T06:50:00,user_10,login,10.2.16.150,64515,NG,ua-1,dev-user_10-2,s-user_10-49,1200,password,true,true
2026-01-02T07:00:00,user_11,login,10.3.17.151,64510,NG,ua-2,dev-user_11-0,s-user_11-50,1320,password,false,true
2026-01-02T07:10:00,user_12,login,10.4.18.152,64511,NG,ua-3,dev-user_12-1,s-user_12-50,1440,password,true,true
2026-01-02T07:20:00,user_13,login,10.5.0.153,64512,NG,ua-0,dev-user_13-2,s-user_13-50,1560,sso,true,true
2026-01-02T07:30:00,user_14,login,10.6.1.154,64513,NG,ua-1,dev-user_14-0,s-user_14-51,600,password,true,true
2026-01-02T07:40:00,user_15,login,10.0.2.155,64514,NG,ua-2,dev-user_15-1,s-user_15-51,720,password,true,true
2026-01-02T07:50:00,user_16,login,10.1.3.156,64515,NG,ua-3,dev-user_16-2,s-user_16-51,840,password,true,true
2026-01-02T08:00:00,user_17,login,10.2.4.157,64510,US,ua-0,dev-user_17-0,s-user_17-52,960,password,false,true
2026-01-02T08:10:00,user_18,login,10.3.5.158,64511,NG,ua-1,dev-user_18-1,s-user_18-52,1080,password,true,true
2026-01-02T08:20:00,user_19,login,10.4.6.159,64512,NG,ua-2,dev-user_19-2,s-user_19-52,1200,password,true,true
2026-01-02T08:30:00,user_20,login,10.5.7.160,64513,NG,ua-3,dev-user_20-0,s-user_20-53,1320,password,true,true
2026-01-02T08:40:00,user_01,login,10.6.8.161,64514,NG,ua-0,dev-user_01-1,s-user_01-53,1440,sso,true,true
2026-01-02T08:50:00,user_02,login,10.0.9.162,64515,NG,ua-1,dev-user_02-2,s-user_02-53,1560,password,true,true
2026-01-02T09:00:00,user_03,login,10.1.10.163,64510,NG,ua-2,dev-user_03-0,s-user_03-54,600,password,false,true
2026-01-02T09:10:00,user_04,login,10.2.11.164,64511,NG,ua-3,dev-user_04-1,s-user_04-54,720,password,true,true
2026-01-02T09:20:00,user_05,login,10.3.12.165,64512,NG,ua-0,dev-user_05-2,s-user_05-54,840,password,true,true
2026-01-02T09:30:00,user_06,login,10.4.13.166,64513,NG,ua-1,dev-user_06-0,s-user_06-55,960,password,true,true
2026-01-02T09:40:00,user_07,login,10.5.14.167,64514,NG,ua-2,dev-user_07-1,s-user_07-55,1080,password,true,true
2026-01-02T09:50:00,user_08,login,10.6.15.168,64515,NG,ua-3,dev-user_08-2,s-user_08-55,1200,password,true,true
2026-01-02T10:00:00,user_09,login,10.0.16.169,64510,NG,ua-0,dev-user_09-0,s-user_09-56,1320,sso,false,true
2026-01-02T10:10:00,user_10,login,10.1.17.170,64511,US,ua-1,dev-user_10-1,s-user_10-56,1440,password,true,true
2026-01-02T10:20:00,user_11,login,10.2.18.171,64512,NG,ua-2,dev-user_11-2,s-user_11-56,1560,password,true,true
2026-01-02T10:30:00,user_12,login,10.3.0.172,64513,NG,ua-3,dev-user_12-0,s-user_12-57,600,password,true,true
2026-01-02T10:40:00,user_13,login,10.4.1.173,64514,NG,ua-0,dev-user_13-1,s-user_13-57,720,password,true,true
2026-01-02T10:50:00,user_14,login,10.5.2.174,64515,NG,ua-1,dev-user_14-2,s-user_14-57,840,password,true,true
2026-01-02T11:00:00,user_15,login,10.6.3.175,64510,NG,ua-2,dev-user_15-0,s-user_15-58,960,password,false,true
2026-01-02T11:10:00,user_16,login,10.0.4.176,64511,NG,ua-3,dev-user_16-1,s-user_16-58,1080,password,true,true
2026-01-02T11:20:00,user_17,login,10.1.5.177,64512,NG,ua-0,dev-user_17-2,s-user_17-58,1200,sso,true,true
2026-01-02T11:30:00,user_18,login,10.2.6.178,64513,NG,ua-1,dev-user_18-0,s-user_18-59,1320,password,true,true
2026-01-02T11:40:00,user_19,login,10.3.7.179,64514,NG,ua-2,dev-user_19-1,s-user_19-59,1440,password,true,true
2026-01-02T11:50:00,user_20,login,10.4.8.180,64515,NG,ua-3,dev-user_20-2,s-user_20-59,1560,password,true,true
2026-01-02T12:00:00,user_01,login,10.5.9.181,64510,NG,ua-0,dev-user_01-0,s-user_01-60,600,password,false,true
2026-01-02T12:10:00,user_02,login,10.6.10.182,64511,NG,ua-1,dev-user_02-1,s-user_02-60,720,password,true,true
2026-01-02T12:20:00,user_03,login,10.0.11.183,64512,US,ua-2,dev-user_03-2,s-user_03-60,840,password,true,true
2026-01-02T12:30:00,user_04,login,10.1.12.184,64513,NG,ua-3,dev-user_04-0,s-user_04-61,960,password,true,true
2026-01-02T12:40:00,user_05,login,10.2.13.185,64514,NG,ua-0,dev-user_05-1,s-user_05-61,1080,sso,true,true
2026-01-02T12:50:00,user_06,failed_login,10.3.14.186,64515,NG,ua-1,dev-user_06-2,s-user_06-61,1200,password,true,false
2026-01-02T13:00:00,user_07,login,10.4.15.187,64510,NG,ua-2,dev-user_07-0,s-user_07-62,1320,password,false,true
2026-01-02T13:10:00,user_08,login,10.5.16.188,64511,NG,ua-3,dev-user_08-1,s-user_08-62,1440,password,true,true
2026-01-02T13:20:00,user_09,login,10.6.17.189,64512,NG,ua-0,dev-user_09-2,s-user_09-62,1560,password,true,true
2026-01-02T13:30:00,user_10,login,10.0.18.190,64513,NG,ua-1,dev-user_10-0,s-user_10-63,600,password,true,true
2026-01-02T13:40:00,user_11,login,10.1.0.191,64514,NG,ua-2,dev-user_11-1,s-user_11-63,720,password,true,true
2026-01-02T13:50:00,user_12,login,10.2.1.192,64515,NG,ua-3,dev-user_12-2,s-user_12-63,840,password,true,true
2026-01-02T14:00:00,user_13,login,10.3.2.193,64510,NG,ua-0,dev-user_13-0,s-user_13-64,960,sso,false,true
2026-01-02T14:10:00,user_14,login,10.4.3.194,64511,NG,ua-1,dev-user_14-1,s-user_14-64,1080,password,true,true
2026-01-02T14:20:00,user_15,login,10.5.4.195,64512,NG,ua-2,dev-user_15-2,s-user_15-64,1200,password,true,true
2026-01-02T14:30:00,user_16,login,10.6.5.196,64513,US,ua-3,dev-user_16-0,s-user_16-65,1320,password,true,true
2026-01-02T14:40:00,user_17,login,10.0.6.197,64514,NG,ua-0,dev-user_17-1,s-user_17-65,1440,password,true,true
2026-01-02T14:50:00,user_18,login,10.1.7.198,64515,NG,ua-1,dev-user_18-2,s-user_18-65,1560,password,true,true
2026-01-02T15:00:00,user_19,login,10.2.8.199,64510,NG,ua-2,dev-user_19-0,s-user_19-66,600,password,false,true
2026-01-02T15:10:00,user_20,login,10.3.9.200,64511,NG,ua-3,dev-user_20-1,s-user_20-66,720,password,true,true
2026-01-02T15:20:00,user_01,login,10.4.10.1,64512,NG,ua-0,dev-user_01-2,s-user_01-66,840,sso,true,true
2026-01-02T15:30:00,user_02,login,10.5.11.2,64513,NG,ua-1,dev-user_02-0,s-user_02-67,960,password,true,true
2026-01-02T15:40:00,user_03,login,10.6.12.3,64514,NG,ua-2,dev-user_03-1,s-user_03-67,1080,password,true,true
2026-01-02T15:50:00,user_04,login,10.0.13.4,64515,NG,ua-3,dev-user_04-2,s-user_04-67,1200,password,true,true
2026-01-02T16:00:00,user_05,login,10.1.14.5,64510,NG,ua-0,dev-user_05-0,s-user_05-68,1320,password,false,true
2026-01-02T16:10:00,user_06,login,10.2.15.6,64511,NG,ua-1,dev-user_06-1,s-user_06-68,1440,password,true,true
2026-01-02T16:20:00,user_07,login,10.3.16.7,64512,NG,ua-2,dev-user_07-2,s-user_07-68,1560,password,true,true
2026-01-02T16:30:00,user_08,login,10.4.17.8,64513,NG,ua-3,dev-user_08-0,s-user_08-69,600,password,true,true
2026-01-02T16:40:00,user_09,login,10.5.18.9,64514,US,ua-0,dev-user_09-1,s-user_09-69,720,sso,true,true
2026-01-02T16:50:00,user_10,login,10.6.0.10,64515,NG,ua-1,dev-user_10-2,s-user_10-69,840,password,true,true
2026-01-02T17:00:00,user_11,login,10.0.1.11,64510,NG,ua-2,dev-user_11-0,s-user_11-70,960,password,false,true
2026-01-02T17:10:00,user_12,login,10.1.2.12,64511,NG,ua-3,dev-user_12-1,s-user_12-70,1080,password,true,true
2026-01-02T17:20:00,user_13,login,10.2.3.13,64512,NG,ua-0,dev-user_13-2,s-user_13-70,1200,password,true,true
2026-01-02T17:30:00,user_14,login,10.3.4.14,64513,NG,ua-1,dev-user_14-0,s-user_14-71,1320,password,true,true
2026-01-02T17:40:00,user_15,login,10.4.5.15,64514,NG,ua-2,dev-user_15-1,s-user_15-71,1440,password,true,true
2026-01-02T17:50:00,user_16,login,10.5.6.16,64515,NG,ua-3,dev-user_16-2,s-user_16-71,1560,password,true,true
2026-01-02T18:00:00,user_17,login,10.6.7.17,64510,NG,ua-0,dev-user_17-0,s-user_17-72,600,sso,false,true
